station_name,station_lat,station_long,average_ridership,census_tract,percent_minority,percent_employed,total_pop,total_num_jobs,income_per_cap,percent_poverty,percent_transit,percent_walk,average_pop,average_num_jobs,mean_commute,bus_dist,rail_dist,trolley_dist,high_speed_dist,bus_lat,rail_lat,trolley_lat,high_speed_lat,bus_long,rail_long,trolley_long,high_speed_long,state,county,men,women,hispanic,white,black,native,asian,pacific,citizen,income,income_err,income_per_cap_err,child_poverty,professional,service,office,construction,production,drive,carpool,other_transp,work_at_home,employed,private_work,public_work,self_employed,family_work,unemployment,C000,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02,CFA01,CFA02,CFA03,CFA04,CFA05,CFS01,CFS02,CFS03,CFS04,CFS05
3097,39.978882,-75.133392,16.52525253,42101015700,0.609,0.532897268,2599,1074,18274,0.274,0.336,0.072,68.39473684,1074,29.6,0.020705524,1.405182309,0.97910505,0.028812858,39.978787,39.98147898,39.971003,39.978634,-75.133601,-75.14953179,-75.128262,-75.13349,Pennsylvania,Philadelphia,1331,1268,46.1,39.1,10.1,0,0.4,2,1978,37664,7930,2952,30.7,27.4,30.7,20.6,11.2,10,47.4,4.3,7.5,0,1385,84,5.5,10.5,0,9.5,1074,270,539,265,251,438,385,0,0,0,54,155,107,30,98,0,1,3,84,86,52,96,197,0,99,12,0,674,302,7,67,2,22,901,173,163,196,234,211,550,524,0,0,0,0,0,0,0,0,0,0
3088,39.969841,-75.1418,19.33333333,42101014400,0.592,0.460734463,3540,1412,21130,0.305,0.223,0.067,34.03846154,706,24.2,0.035587982,1.452140472,0.02241328,0.488673676,39.969799,39.98147898,39.969711,39.968878,-75.141386,-75.14953179,-75.141599,-75.136205,Pennsylvania,Philadelphia,2061,1479,38.8,40.8,12.9,0,4.7,0,2507,43370,11434,3305,44.8,42.5,26.9,17.4,5.9,7.3,52.2,2.9,13,2.9,1631,87.6,6,6.4,0,11.7,1412,493,733,186,349,496,567,0,0,0,100,150,26,80,26,0,36,49,138,0,2,234,145,18,332,76,0,1045,267,5,67,0,28,1227,185,138,249,271,261,717,695,0,0,0,0,0,0,0,0,0,0
3166,39.972351,-75.134453,16.88888889,42101014400,0.592,0.460734463,3540,1412,21130,0.305,0.223,0.067,34.03846154,706,24.2,0.06680879,1.637385856,0.379851655,0.414035585,39.972843,39.98147898,39.968941,39.968878,-75.134003,-75.14953179,-75.134187,-75.136205,Pennsylvania,Philadelphia,2061,1479,38.8,40.8,12.9,0,4.7,0,2507,43370,11434,3305,44.8,42.5,26.9,17.4,5.9,7.3,52.2,2.9,13,2.9,1631,87.6,6,6.4,0,11.7,1412,493,733,186,349,496,567,0,0,0,100,150,26,80,26,0,36,49,138,0,2,234,145,18,332,76,0,1045,267,5,67,0,28,1227,185,138,249,271,261,717,695,0,0,0,0,0,0,0,0,0,0
3069,39.937038,-75.150383,36.8989899,42101001700,0.182,0.660149307,2813,431,65936,0.035,0.174,0.178,122.3043478,431,28.6,0.008832815,1.863839537,2.01138161,1.430832871,39.937003,39.9526408,39.952532,39.936194,-75.15029,-75.15837203,-75.162559,-75.167129,Pennsylvania,Philadelphia,1388,1425,4.2,81.8,6.4,0,3.5,0,2222,104549,11514,8437,0,77.8,7.3,13.2,1.3,0.4,37.6,5.7,11.2,10.4,1857,80.1,9.9,10,0,2.4,431,133,213,85,157,163,111,0,0,0,12,0,15,44,1,30,7,9,20,0,0,110,21,2,131,29,0,317,60,0,44,0,10,407,24,38,78,81,101,197,234,0,0,0,0,0,0,0,0,0,0
3100,39.927769,-75.151031,49.2020202,42101002702,0.128,0.542219995,3991,586,33551,0.068,0.168,0.045,133.0333333,586,25.1,0.047077539,2.83554952,2.923662714,1.507480316,39.928088,39.9526408,39.952532,39.929848,-75.150668,-75.15837203,-75.162559,-75.168501,Pennsylvania,Philadelphia,1978,2013,6,87.2,1.6,0,5.1,0,3362,62171,8918,3785,0,42.3,18.5,24.1,6.2,8.9,55.1,11.9,7,4.7,2164,85.9,8.6,5.5,0,13.9,586,178,304,104,203,230,153,0,0,0,45,30,46,19,5,0,7,5,20,0,76,1,182,1,123,26,0,342,198,1,42,0,3,543,43,56,129,125,98,285,301,0,0,0,0,0,0,0,0,0,0
3117,39.978409,-75.223991,3.949494949,42101011100,0.945,0.301164216,3264,2330,12381,0.491,0.455,0.052,83.69230769,2330,30.6,0.112461229,1.320130993,0.25541519,2.047823822,39.978715,39.99021325,39.976848,39.960005,-75.222733,-75.22564667,-75.22619,-75.224877,Pennsylvania,Philadelphia,1403,1861,1,5.5,93.2,0,0.3,0,2511,19105,4447,2540,50.9,27.6,33.1,19.3,2.4,17.6,36.9,6.6,1.9,3.9,983,79,19.3,1.6,0,24.4,2330,633,1259,438,674,762,894,0,0,0,40,27,66,675,0,281,23,14,19,0,13,301,474,28,118,251,0,981,1200,6,106,3,34,2187,143,229,484,551,433,1122,1208,0,0,0,0,0,0,0,0,0,0
3121,39.97414,-75.180222,21.80808081,42101013800,0.89,0.3443417,2271,189,17389,0.28,0.245,0.088,40.55357143,94.5,34.5,0.013907997,1.964312125,0.008482373,1.795503649,39.974077,39.95651628,39.974202,39.971468,-75.180363,-75.18180596,-75.18028,-75.159442,Pennsylvania,Philadelphia,1035,1236,7,11,77.7,0.4,0,0,1621,27418,5103,2870,25.4,30.3,29.3,26.5,6.6,7.3,51.9,8.7,2.6,3.5,782,84.4,15.2,0.4,0,13.9,189,49,106,34,56,75,58,0,0,0,6,0,11,11,1,0,0,2,0,0,0,40,74,0,34,10,0,73,94,2,15,0,5,172,17,21,31,47,41,78,111,0,0,0,0,0,0,0,0,0,0
3103,39.977139,-75.179398,9.343434343,42101013800,0.89,0.3443417,2271,189,17389,0.28,0.245,0.088,40.55357143,94.5,34.5,0.049996572,2.302305526,0.335115727,1.813650543,39.977263,39.95651628,39.974202,39.971468,-75.179962,-75.18180596,-75.18028,-75.159442,Pennsylvania,Philadelphia,1035,1236,7,11,77.7,0.4,0,0,1621,27418,5103,2870,25.4,30.3,29.3,26.5,6.6,7.3,51.9,8.7,2.6,3.5,782,84.4,15.2,0.4,0,13.9,189,49,106,34,56,75,58,0,0,0,6,0,11,11,1,0,0,2,0,0,0,40,74,0,34,10,0,73,94,2,15,0,5,172,17,21,31,47,41,78,111,0,0,0,0,0,0,0,0,0,0
3061,39.95425,-75.177612,61.28282828,42101000401,0.467,0.578279267,2836,15037,52473,0.28,0.199,0.438,78.77777778,7518.5,27.6,0.005544077,0.437369912,0.073879157,0.48725879,39.954214,39.95651628,39.95413121,39.954837,-75.177657,-75.18180596,-75.17675922,-75.183277,Pennsylvania,Philadelphia,1337,1499,6.2,53.3,12.6,0,26.9,0,2217,46228,13326,9208,85.9,77.2,3.7,13.2,1,4.9,25.8,0.5,2.9,7.1,1640,91.3,5.8,2.4,0.5,4.3,15037,3206,8542,3289,1210,1770,12057,1,0,919,275,4,137,177,94,316,2334,355,6109,614,1514,325,286,89,233,222,1033,10755,2809,52,1204,7,210,14329,708,815,2082,3069,5865,7922,7115,0,0,0,0,0,0,0,0,0,0
3156,39.953812,-75.174072,55.88888889,42101000401,0.467,0.578279267,2836,15037,52473,0.28,0.199,0.438,78.77777778,7518.5,27.6,0.069234399,0.563005605,0.209740912,0.763828489,39.9537,39.95399019,39.953479,39.952581,-75.174871,-75.16747097,-75.17165,-75.165256,Pennsylvania,Philadelphia,1337,1499,6.2,53.3,12.6,0,26.9,0,2217,46228,13326,9208,85.9,77.2,3.7,13.2,1,4.9,25.8,0.5,2.9,7.1,1640,91.3,5.8,2.4,0.5,4.3,15037,3206,8542,3289,1210,1770,12057,1,0,919,275,4,137,177,94,316,2334,355,6109,614,1514,325,286,89,233,222,1033,10755,2809,52,1204,7,210,14329,708,815,2082,3069,5865,7922,7115,0,0,0,0,0,0,0,0,0,0
3051,39.967442,-75.175072,47.88888889,42101013500,0.494,0.56861673,3658,458,35658,0.168,0.211,0.09,152.4166667,458,26.4,0.016035043,1.343625129,0.550834552,1.246471714,39.967391,39.95651628,39.97239,39.966982,-75.175248,-75.18180596,-75.175384,-75.160458,Pennsylvania,Philadelphia,1782,1876,15.2,50.6,29.1,0,4.8,0,2969,55375,15056,4843,35.9,61.3,15.9,18.9,1.6,2.3,53.3,9.2,4.8,2.6,2080,81.9,16.3,1.7,0,5.3,458,162,228,68,145,191,122,0,0,0,0,0,0,35,0,0,0,7,10,0,3,79,72,103,100,49,0,280,156,0,13,0,9,422,36,36,69,95,96,193,265,0,0,0,0,0,0,0,0,0,0
3102,39.96759,-75.17952,79.83838384,42101013601,0.231,0.705341351,2827,728,64591,0.033,0.168,0.138,134.6190476,728,29.6,0.024088543,1.246659269,0.551411824,1.453770944,39.967382,39.95651628,39.97244,39.954837,-75.179441,-75.18180596,-75.178171,-75.183277,Pennsylvania,Philadelphia,1373,1454,1.7,76.9,7.9,0,10.5,0,2381,107222,18725,8947,0,77.5,4.7,13,2.2,2.7,43.8,8,8.3,9.4,1994,85.7,7.9,6.4,0,4.2,728,185,384,159,311,266,151,0,0,0,3,0,0,4,0,0,6,11,18,0,54,133,356,5,107,31,0,412,279,6,22,0,9,609,119,93,142,183,125,223,505,0,0,0,0,0,0,0,0,0,0
3058,39.967159,-75.170013,54.8989899,42101013402,0.282,0.7752443,2763,681,52950,0.091,0.166,0.239,125.5909091,681,30.9,0.007412644,1.480246072,0.614105734,0.814527527,39.967149,39.95399019,39.972636,39.966982,-75.170099,-75.16747097,-75.169087,-75.160458,Pennsylvania,Philadelphia,1211,1552,14.6,71.8,6.8,0,4.4,0,2479,77734,12716,5414,0,73.1,7.6,14.9,3.5,1,39.3,5.5,8.7,6.1,2142,90.6,7.4,2.1,0,5,681,182,370,129,232,208,241,0,0,0,15,1,0,59,0,0,58,5,28,0,21,54,16,3,143,277,1,534,116,1,21,2,7,603,78,58,147,154,140,381,300,0,0,0,0,0,0,0,0,0,0
3167,39.950249,-75.160278,52.94949495,42101000600,0.382,0.604772558,1341,17558,40241,0.218,0.185,0.458,67.05,17558,22.2,0.012134752,0.311653564,0.319763404,0.2291608,39.950349,39.9526408,39.952532,39.952103,-75.160335,-75.15837203,-75.162559,-75.161452,Pennsylvania,Philadelphia,680,661,8.2,61.8,16,0,13.9,0,1165,67969,16562,6755,0,82.1,6.7,11.2,0,0,24.1,2.2,2.8,6.6,811,92.6,4.4,2.3,0.6,13.1,17558,4248,9677,3633,4092,3416,10050,0,0,4,8,91,223,584,32,62,312,123,1603,61,109,1827,10028,239,1672,580,0,12139,3694,37,1399,15,274,16706,852,1191,2859,3889,5371,6125,11433,0,0,0,0,0,0,0,0,0,0
3123,39.980042,-75.170883,9.868686869,42101014800,0.932,0.410354746,1043,56,14702,0.324,0.528,0.027,94.81818182,56,31.4,0.021667107,1.826217481,0.797492029,1.118182363,39.979931,39.98147898,39.972888,39.978678,-75.171092,-75.14953179,-75.17022,-75.157881,Pennsylvania,Philadelphia,568,475,0.9,6.8,90.9,0,1,0,867,21250,13928,2515,20.4,15.7,44.6,28,5.1,6.5,37.4,1.5,0,5.6,428,88.1,10.3,1.6,0,10.1,56,15,33,8,24,25,7,0,0,0,0,0,0,16,3,0,0,0,0,1,0,0,34,0,2,0,0,10,30,2,14,0,0,50,6,10,8,13,10,23,33,0,0,0,0,0,0,0,0,0,0
3073,39.96143,-75.15242,35.6969697,42101037600,0.622,0.508150248,2822,4803,25705,0.376,0.192,0.402,22.046875,2401.5,21.8,0.036567138,1.101140925,1.025427838,0.674770868,39.961425,39.9526408,39.97047,39.955384,-75.151991,-75.15837203,-75.150042,-75.153099,Pennsylvania,Philadelphia,1734,1088,13.3,37.8,23,0.5,21.8,0,2149,45833,8872,4083,38.8,50.4,11.6,18.3,5.6,14.1,15.9,10.5,6.7,7.6,1434,84.7,7.9,7.4,0,11.2,4803,1187,2646,970,1103,1625,2075,0,0,0,124,142,178,161,37,43,44,137,676,314,413,347,1445,204,255,283,0,2645,1550,20,498,1,89,4485,318,457,928,1114,1117,2413,2390,0,0,0,0,0,0,0,0,0,0
3154,39.95924,-75.158211,45.11111111,42101037600,0.622,0.508150248,2822,4803,25705,0.376,0.192,0.402,22.046875,2401.5,21.8,0.013129628,0.733925912,0.832890582,0.448815043,39.959243,39.9526408,39.952532,39.957011,-75.158365,-75.15837203,-75.162559,-75.162601,Pennsylvania,Philadelphia,1734,1088,13.3,37.8,23,0.5,21.8,0,2149,45833,8872,4083,38.8,50.4,11.6,18.3,5.6,14.1,15.9,10.5,6.7,7.6,1434,84.7,7.9,7.4,0,11.2,4803,1187,2646,970,1103,1625,2075,0,0,0,124,142,178,161,37,43,44,137,676,314,413,347,1445,204,255,283,0,2645,1550,20,498,1,89,4485,318,457,928,1114,1117,2413,2390,0,0,0,0,0,0,0,0,0,0
3098,39.934311,-75.160423,36.70707071,42101002300,0.375,0.60695282,2819,333,32853,0.077,0.323,0.136,64.06818182,166.5,26.3,0.137327601,2.045666688,2.034249294,0.608892101,39.934726,39.9526408,39.952532,39.936194,-75.16194,-75.15837203,-75.162559,-75.167129,Pennsylvania,Philadelphia,1191,1628,11.5,62.5,3.5,0,16.9,0,2217,50335,8449,4706,6.1,58.6,13.9,15.9,7,4.6,30.6,9.5,10.6,3.4,1711,77.5,13.3,9.2,0,9.1,333,73,189,71,107,92,134,0,0,0,19,0,7,20,0,1,7,3,23,0,0,104,39,2,83,25,0,247,54,4,24,0,4,310,23,29,68,67,96,144,189,0,0,0,0,0,0,0,0,0,0
3068,39.93549,-75.167107,50.85858586,42101002300,0.375,0.60695282,2819,333,32853,0.077,0.323,0.136,64.06818182,166.5,26.3,0.013463685,2.047309034,1.894950932,0.078303689,39.935602,39.9526408,39.952484,39.936194,-75.167167,-75.15837203,-75.165445,-75.167129,Pennsylvania,Philadelphia,1191,1628,11.5,62.5,3.5,0,16.9,0,2217,50335,8449,4706,6.1,58.6,13.9,15.9,7,4.6,30.6,9.5,10.6,3.4,1711,77.5,13.3,9.2,0,9.1,333,73,189,71,107,92,134,0,0,0,19,0,7,20,0,1,7,3,23,0,0,104,39,2,83,25,0,247,54,4,24,0,4,310,23,29,68,67,96,144,189,0,0,0,0,0,0,0,0,0,0
3027,39.95694,-75.200691,16.80808081,42101008802,0.43,0.24923703,6881,2437,6258,0.744,0.168,0.609,107.515625,609.25,17.6,0.101025029,1.3364312,0.118780868,0.11046352,39.956898,39.94819754,39.957259,39.957156,-75.199507,-75.18993212,-75.202021,-75.201956,Pennsylvania,Philadelphia,3435,3446,6.1,57,10.1,0,23.4,0,5754,11652,5646,1374,0,65,12.9,18.9,0.7,2.5,8.5,0.2,5.2,8.4,1715,91.2,6.5,2.3,0,5.8,2437,936,1111,390,886,823,728,0,0,0,0,12,0,199,0,96,40,181,11,0,53,28,813,0,892,112,0,1206,1006,6,176,2,41,2286,151,208,405,472,416,1136,1301,0,0,0,0,0,0,0,0,0,0
3006,39.952202,-75.20311,29.58585859,42101008802,0.43,0.24923703,6881,2437,6258,0.744,0.168,0.609,107.515625,609.25,17.6,0.046890938,1.208347402,0.274828612,0.559572783,39.951799,39.94819754,39.949759,39.957156,-75.202948,-75.18993212,-75.203599,-75.201956,Pennsylvania,Philadelphia,3435,3446,6.1,57,10.1,0,23.4,0,5754,11652,5646,1374,0,65,12.9,18.9,0.7,2.5,8.5,0.2,5.2,8.4,1715,91.2,6.5,2.3,0,5.8,2437,936,1111,390,886,823,728,0,0,0,0,12,0,199,0,96,40,181,11,0,53,28,813,0,892,112,0,1206,1006,6,176,2,41,2286,151,208,405,472,416,1136,1301,0,0,0,0,0,0,0,0,0,0
3159,39.95121,-75.199623,25.63636364,42101008802,0.43,0.24923703,6881,2437,6258,0.744,0.168,0.609,107.515625,609.25,17.6,0.018460442,0.891410216,0.198323595,0.690423083,39.951222,39.94819754,39.951048,39.957156,-75.199407,-75.18993212,-75.197306,-75.201956,Pennsylvania,Philadelphia,3435,3446,6.1,57,10.1,0,23.4,0,5754,11652,5646,1374,0,65,12.9,18.9,0.7,2.5,8.5,0.2,5.2,8.4,1715,91.2,6.5,2.3,0,5.8,2437,936,1111,390,886,823,728,0,0,0,0,12,0,199,0,96,40,181,11,0,53,28,813,0,892,112,0,1206,1006,6,176,2,41,2286,151,208,405,472,416,1136,1301,0,0,0,0,0,0,0,0,0,0
3152,39.949928,-75.202858,10.85858586,42101008802,0.43,0.24923703,6881,2437,6258,0.744,0.168,0.609,107.515625,609.25,17.6,0.093163274,1.118525695,0.065900982,0.807386017,39.949727,39.94819754,39.949759,39.957156,-75.201797,-75.18993212,-75.203599,-75.201956,Pennsylvania,Philadelphia,3435,3446,6.1,57,10.1,0,23.4,0,5754,11652,5646,1374,0,65,12.9,18.9,0.7,2.5,8.5,0.2,5.2,8.4,1715,91.2,6.5,2.3,0,5.8,2437,936,1111,390,886,823,728,0,0,0,0,12,0,199,0,96,40,181,11,0,53,28,813,0,892,112,0,1206,1006,6,176,2,41,2286,151,208,405,472,416,1136,1301,0,0,0,0,0,0,0,0,0,0
3043,39.93082,-75.174744,29.83838384,42101003001,0.742,0.541213768,4416,212,21574,0.243,0.348,0.053,100.3636364,106,30.7,0.060909782,2.326039147,2.509743191,0.543183984,39.931361,39.94819754,39.953268,39.929848,-75.174632,-75.18993212,-75.171679,-75.168501,Pennsylvania,Philadelphia,2361,2055,13.4,25.8,19.2,0,39.4,0,2688,40547,7418,3811,46.1,23.7,34.3,23.7,7.3,11.1,23.2,10.7,24.8,1.3,2390,87.9,6.7,5.4,0,7.1,212,59,104,49,67,94,51,0,0,0,0,12,0,9,1,0,5,4,19,24,0,44,54,0,35,5,0,112,34,0,62,0,4,201,11,30,43,32,48,87,125,0,0,0,0,0,0,0,0,0,0
3150,39.928841,-75.170212,15.74747475,42101003001,0.742,0.541213768,4416,212,21574,0.243,0.348,0.053,100.3636364,106,30.7,0.068264387,2.731171258,2.660208845,0.183910602,39.929433,39.94819754,39.952484,39.929848,-75.170424,-75.18993212,-75.165445,-75.168501,Pennsylvania,Philadelphia,2361,2055,13.4,25.8,19.2,0,39.4,0,2688,40547,7418,3811,46.1,23.7,34.3,23.7,7.3,11.1,23.2,10.7,24.8,1.3,2390,87.9,6.7,5.4,0,7.1,212,59,104,49,67,94,51,0,0,0,0,12,0,9,1,0,5,4,19,24,0,44,54,0,35,5,0,112,34,0,62,0,4,201,11,30,43,32,48,87,125,0,0,0,0,0,0,0,0,0,0
3065,39.970699,-75.151711,9,42101014100,0.856,0.34277752,2153,1484,19505,0.337,0.348,0.131,71.76666667,1484,26.8,0.159001609,1.212976739,0.144488516,0.664333419,39.970568,39.98147898,39.97047,39.971468,-75.149853,-75.14953179,-75.150042,-75.159442,Pennsylvania,Philadelphia,934,1219,8.5,14.4,57.2,0,5.9,0,1566,14951,5598,5047,37.1,39.7,36.7,19.6,2,1.9,31.9,2,14.8,3.4,738,89,11,0,0,21.3,1484,346,764,374,405,617,462,5,0,0,17,0,11,84,36,1,0,39,0,0,11,113,987,0,145,35,0,496,868,9,71,4,36,1299,185,192,294,368,284,578,906,0,0,0,0,0,0,0,0,0,0
3112,39.953732,-75.218246,21.13131313,42101008601,0.491,0.557457213,2863,336,28103,0.204,0.321,0.267,204.5,336,29.3,0.003365571,1.136106576,0.569073563,0.655528575,39.953718,39.94360933,39.948705,39.958652,-75.218211,-75.21643675,-75.216994,-75.214009,Pennsylvania,Philadelphia,1318,1545,2.5,50.9,32.4,0,10.9,0,2197,38125,13624,2784,32.5,66,13,15.4,1.5,4.1,25.7,3.2,7.8,4.5,1596,86.8,7.9,5.3,0,12.2,336,64,198,74,80,135,121,0,0,0,7,3,6,62,0,5,0,8,27,0,0,87,90,6,25,10,0,171,136,2,24,0,3,325,11,32,67,84,89,133,203,0,0,0,0,0,0,0,0,0,0
3118,39.95866,-75.213226,16.82828283,42101009200,0.854,0.351726173,3389,306,12870,0.49,0.427,0.124,211.8125,306,30.6,0.053260593,1.69578951,0.965432851,0.066742432,39.958753,39.94360933,39.957958,39.958652,-75.213839,-75.21643675,-75.201936,-75.214009,Pennsylvania,Philadelphia,1700,1689,2.2,14.6,69.8,0,11.6,0,2237,20524,9258,2307,56,35.4,33.2,23.2,0.8,7.5,26.9,6.8,8,3.2,1192,85.7,11.4,2.9,0,7.4,306,77,167,62,69,139,98,0,0,0,0,1,0,56,0,0,3,0,11,0,26,77,114,0,15,3,0,114,150,0,31,0,11,278,28,32,55,71,71,95,211,0,0,0,0,0,0,0,0,0,0
3034,39.933151,-75.162483,42.06060606,42101002900,0.33,0.546878447,4533,1290,32769,0.109,0.303,0.075,113.325,1290,31.1,0.032588695,2.195322029,2.155078613,0.520967686,39.93337,39.9526408,39.952532,39.936194,-75.162229,-75.15837203,-75.162559,-75.167129,Pennsylvania,Philadelphia,2414,2119,13.7,67,0.4,0,16.5,0,3516,50921,8769,3918,19.4,51.6,18.3,18.3,2.8,9,31.8,10.2,15.9,4.3,2479,76.4,14.1,9.5,0,6.2,1290,411,618,261,514,477,299,0,0,5,25,25,3,255,0,2,44,4,49,33,158,0,366,15,256,50,0,914,267,3,79,1,26,1208,82,148,264,240,227,596,694,0,0,0,0,0,0,0,0,0,0
3101,39.942951,-75.159554,75.81818182,42101001102,0.212,0.637358343,2559,3823,49264,0.207,0.278,0.348,111.2608696,3823,26.3,0.051290497,1.082157468,1.095722657,0.514272369,39.942888,39.9526408,39.952532,39.944086,-75.16015,-75.15837203,-75.162559,-75.165402,Pennsylvania,Philadelphia,1323,1236,2.7,78.8,8.4,0,8.2,0,2226,53621,11876,7797,17.4,69.8,5.5,20.4,0.8,3.6,23.8,3.5,3.3,6.8,1631,78.8,11.2,9.1,0.8,3.8,3823,766,2260,797,382,791,2650,0,0,0,18,2,8,300,0,4,1,5,24,0,58,1,3325,0,37,40,0,2249,1238,3,279,3,51,3651,172,261,589,1005,1202,1112,2711,0,0,0,0,0,0,0,0,0,0
3153,39.97216,-75.129936,9.373737374,42101015800,0.071,0.522149234,5937,738,31368,0.202,0.3,0.062,134.9318182,738,33.7,0.185097755,1.965144631,0.188580795,0.6469771,39.970983,39.98147898,39.970792,39.968878,-75.1284,-75.14953179,-75.128628,-75.136205,Pennsylvania,Philadelphia,2990,2947,1.7,92.9,1.9,0,2.6,0,5114,55458,8579,3958,45.4,52.2,17.7,21.2,4.4,4.5,48.2,3.8,7.3,4.5,3100,84.9,9.7,5.4,0,11.6,738,231,393,114,225,285,228,0,0,0,14,22,0,16,0,5,14,30,39,20,9,131,54,8,253,123,0,590,121,0,17,0,10,701,37,79,158,148,122,343,395,0,0,0,0,0,0,0,0,0,0
3165,39.958191,-75.1782,31.41414141,42101000300,0.278,0.622320117,3405,22382,62361,0.097,0.149,0.489,39.59302326,11191,22.8,0.102429459,0.359361979,0.46783362,0.571270527,39.957863,39.95651628,39.95413121,39.954837,-75.177077,-75.18180596,-75.17675922,-75.183277,Pennsylvania,Philadelphia,1711,1694,8.8,72.2,5.3,0,12,0,2888,81950,17284,8184,0,74.9,10.9,11.4,1.7,1,25.3,2.4,3.6,5,2119,91.3,6.6,1.8,0.4,6.5,22382,4392,12916,5074,2802,4366,15214,0,0,0,103,21,61,618,42,146,2060,244,2858,195,582,1487,4664,591,2017,1570,5123,13892,6707,55,1392,8,328,21160,1222,1676,3999,5341,6974,10352,12030,0,0,0,0,0,0,0,0,0,0
3014,39.958858,-75.173691,9.505050505,42101000300,0.278,0.622320117,3405,22382,62361,0.097,0.149,0.489,39.59302326,11191,22.8,0.028801821,0.739052521,0.587062135,0.93139059,39.958892,39.95651628,39.95413121,39.954837,-75.174026,-75.18180596,-75.17675922,-75.183277,Pennsylvania,Philadelphia,1711,1694,8.8,72.2,5.3,0,12,0,2888,81950,17284,8184,0,74.9,10.9,11.4,1.7,1,25.3,2.4,3.6,5,2119,91.3,6.6,1.8,0.4,6.5,22382,4392,12916,5074,2802,4366,15214,0,0,0,103,21,61,618,42,146,2060,244,2858,195,582,1487,4664,591,2017,1570,5123,13892,6707,55,1392,8,328,21160,1222,1676,3999,5341,6974,10352,12030,0,0,0,0,0,0,0,0,0,0
3050,39.953388,-75.154259,41.64646465,42101000200,0.611,0.580866581,2331,16489,41597,0.261,0.188,0.448,32.375,8244.5,30.6,0.0210755,0.360300399,0.713857045,0.242973044,39.953353,39.9526408,39.952532,39.955384,-75.154502,-75.15837203,-75.162559,-75.153099,Pennsylvania,Philadelphia,1246,1085,1.5,38.9,6,0.5,50.8,0,1780,59891,18665,13237,24,64.3,16.8,10.2,0.9,7.9,29.5,3.6,2.3,1.1,1354,94.2,2.6,3.2,0,9.3,16489,2650,9988,3851,2874,4336,9279,0,0,0,507,171,68,109,45,768,352,55,286,65,226,86,2921,198,1050,117,9465,6969,7243,62,1961,15,239,15477,1012,1917,3564,4405,3953,8627,7862,0,0,0,0,0,0,0,0,0,0
3037,39.954239,-75.161377,39.16161616,42101000200,0.611,0.580866581,2331,16489,41597,0.261,0.188,0.448,32.375,8244.5,30.6,0.043387632,0.311750574,0.214892183,0.237598391,39.95417,39.9526408,39.952532,39.952103,-75.160876,-75.15837203,-75.162559,-75.161452,Pennsylvania,Philadelphia,1246,1085,1.5,38.9,6,0.5,50.8,0,1780,59891,18665,13237,24,64.3,16.8,10.2,0.9,7.9,29.5,3.6,2.3,1.1,1354,94.2,2.6,3.2,0,9.3,16489,2650,9988,3851,2874,4336,9279,0,0,0,507,171,68,109,45,768,352,55,286,65,226,86,2921,198,1050,117,9465,6969,7243,62,1961,15,239,15477,1012,1917,3564,4405,3953,8627,7862,0,0,0,0,0,0,0,0,0,0
3074,39.955109,-75.209869,28.61616162,42101008701,0.533,0.504490732,5233,526,20130,0.368,0.353,0.253,327.0625,526,28.4,0.009556548,1.395896336,0.61087519,0.528889175,39.955081,39.94360933,39.949644,39.958652,-75.209975,-75.21643675,-75.209137,-75.214009,Pennsylvania,Philadelphia,2719,2514,12.4,46.7,14.5,0.4,17.7,0,3467,35786,7327,3241,21.3,52.5,17.1,15.6,5.8,9,22.6,1.1,14.3,1.4,2640,87.7,9.8,2.4,0,5.4,526,195,258,73,204,222,100,0,0,0,4,0,0,193,0,0,0,68,8,0,0,0,10,6,200,37,0,330,115,2,66,2,11,466,60,58,92,97,84,305,221,0,0,0,0,0,0,0,0,0,0
3106,39.991791,-75.186371,7.95959596,42101980000,0.416,0.286057692,1248,4296,8432,0.039,0.185,0.384,11.14285714,1074,23.6,0.010528553,2.232471443,1.850172197,2.637103088,39.991859,40.00385904,39.975199,39.987067,-75.186457,-75.16542599,-75.188002,-75.156037,Pennsylvania,Philadelphia,568,680,6.2,58.4,11.6,0,14.4,0,1047,70268,17806,2895,0,47.6,15.1,31.7,0,5.6,22.7,3.1,11.5,5.9,357,96.9,3.1,0,0,7.8,4296,1190,2382,724,621,721,2954,0,0,0,27,9,0,68,10,3,720,193,1206,253,1,121,351,932,318,84,0,2995,936,11,283,2,69,4116,180,252,588,801,1465,2093,2203,0,0,0,0,0,0,0,0,0,0
