station_name,station_lat,station_long,census_tract,percent_minority,percent_employed,average_ridership,total_pop,income_per_cap,percent_poverty,percent_transit,mean_commute,average_pop,average_num_jobs,total_num_jobs,bus_dist,tram_dist,rail_dist,subway_dist,ferry_dist,bus_lat,tram_lat,rail_lat,subway_lat,ferry_lat,bus_long,tram_long,rail_long,subway_long,ferry_long,is_close_bus,is_close_tram,is_close_rail,is_close_subway,is_close_ferry,state,county,men,women,hispanic,white,black,native,asian,pacific,citizen,income,income_err,income_per_cap_err,child_poverty,professional,service,office,construction,production,drive,carpool,walk,other_transit,work_at_home,employed,private_work,public_work,self_employed,family_work,unemployed,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02,CFA01,CFA02,CFA03,CFA04,CFA05,CFS01,CFS02,CFS03,CFS04,CFS05
Dana Park,42.36178044,-71.10809952,25017353300,0.262,0.641212802,69.67676768,3562,60750,0.083,0.301,25.4,1781,258.5,517,0.03938598,1.292806628,1.7142785,0.537494625,4.725800249,42.361487,42.350765,42.347581,42.365304,42.372756,-71.108368,-71.113133,-71.099974,-71.103621,-71.052528,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Middlesex,1680,1882,4.4,73.8,7.2,0,10.9,0,2682,93365,17212,8401,11.5,80.8,6.5,11,1.3,0.3,27.6,4.7,18,12.3,7.2,2284,84.1,10.1,5.8,0,3.5,182,242,93,102,211,204,0,0,0,6,0,32,212,0,0,2,0,26,0,0,47,24,3,113,52,0,351,93,5,56,0,12,448,69,52,87,84,112,283,234,0,0,0,0,0,0,0,0,0,0
Danehy Park,42.388966,-71.132788,25017354600,0.408,0.536148062,23.87878788,5187,55271,0.103,0.351,27.1,5187,5866,5866,0.501263277,4.171061852,1.121976632,1.07247561,6.834330818,42.393331,42.351891,42.388401,42.395428,42.372756,-71.131263,-71.125067,-71.119148,-71.142483,-71.052528,FALSE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Middlesex,2268,2919,2.3,59.2,22.2,0.1,14.3,0,3953,81563,9530,10045,10.5,76.1,10.6,9.1,2.5,1.8,35.6,2.4,11,3.7,12.2,2781,90.3,8.1,1.6,0,8.5,1578,3093,1195,1261,1237,3368,0,31,0,567,238,136,838,31,92,47,26,1741,27,205,574,591,272,331,119,0,4689,515,16,533,4,109,5313,553,438,895,1075,1880,3146,2720,0,0,0,0,0,0,0,0,0,0
Davis Square,42.396969,-71.123024,25017350900,0.15,0.757040309,104.4444444,3622,63295,0.076,0.464,31.4,3622,2361,2361,0.006144341,4.75667166,1.004484929,0.102492462,6.385365507,42.39693,42.370911,42.388401,42.39674,42.372756,-71.122971,-71.077095,-71.119148,-71.121815,-71.052528,TRUE,FALSE,FALSE,TRUE,FALSE,Massachusetts,Middlesex,1779,1843,2.7,85,1.3,0,8.1,0.4,3079,113523,12400,9565,0,76.6,7.9,11.7,2.9,0.9,35.4,2.7,8,4.3,3.2,2742,88.7,9.1,2.2,0,2.6,847,1196,318,546,663,1152,0,0,0,93,8,0,140,0,236,74,27,575,0,15,19,113,3,949,109,0,1910,173,10,213,5,50,2119,242,178,315,377,644,1161,1200,0,0,0,0,0,0,0,0,0,0
Dorchester Ave at Gillette Park,42.34404051,-71.05737627,25025061200,0.109,0.809912701,37.05050505,3551,73852,0.081,0.369,25.7,1183.666667,4576.333333,13729,0.156500259,1.118833001,0.884476157,0.16127769,1.436900262,42.342652,42.352531,42.351763,42.342622,42.355721,-71.057065,-71.064682,-71.054797,-71.056967,-71.049897,TRUE,FALSE,FALSE,TRUE,FALSE,Massachusetts,Suffolk,2045,1506,2.3,89.1,2.7,0,5,0,3295,102174,24759,7984,0,66.1,9.1,17.4,2.9,4.5,40.9,4,14.4,1.6,2.1,2876,87.7,10.1,2.2,0,3.1,3119,8153,2457,1457,1981,10291,0,0,0,1325,1899,996,456,451,983,2969,324,1836,75,703,168,180,148,807,249,160,10964,1064,49,1440,7,205,12539,1190,1072,2218,2643,4677,8655,5074,0,0,0,0,0,0,0,0,0,0
Dudley Square - Dudley St at Warren St,42.32854046,-71.08416483,25025081700,0.969,0.358106083,13.2020202,3337,22239,0.394,0.369,28.2,1112.333333,275.6666667,827,0.051043328,1.357037429,0.988223946,0.95642098,4.131185303,42.328842,42.339897,42.336608,42.336377,42.355721,-71.084633,-71.09021,-71.089208,-71.088961,-71.049897,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,1478,1859,15.5,3.1,72.3,0.3,3.8,0,2371,30819,6031,4897,48.1,32.4,26.9,32.7,1.3,6.8,45.7,7.4,5.7,0.9,3.4,1195,70.3,25.4,3.8,0.5,17.8,234,423,170,231,195,401,0,0,0,3,0,36,228,5,144,16,51,22,0,0,72,82,0,60,48,60,484,232,5,83,6,17,718,109,74,108,170,241,445,382,0,0,0,0,0,0,0,0,0,0
Dudley Town Common - Mt Pleasant Ave at Blue Hill Ave,42.325333,-71.075354,25025080100,0.817,0.266169154,3.858585859,2814,12703,0.309,0.314,26,1407,4455.5,8911,0.027915678,2.009061298,0.828772037,1.550594235,3.974339721,42.325122,42.340222,42.327415,42.330154,42.355721,-71.07517,-71.0892,-71.065674,-71.057655,-71.049897,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,1880,934,25.4,18.3,50,0.9,1.9,0,2086,30524,9327,1605,54.9,23.6,24.2,23.4,11.3,17.5,47.3,5.5,11.7,4.1,0,749,80.9,12.4,6.7,0,8.5,1556,5146,2209,1047,1699,6165,0,0,0,1167,288,756,290,66,20,12,248,1241,103,97,36,413,246,443,225,3260,6152,1984,37,581,4,153,7731,1180,901,1589,2102,2763,5106,3805,0,0,0,0,0,0,0,0,0,0
E Cottage St at Columbia Rd,42.320561,-71.06198,25025090700,0.502,0.579015825,12.04040404,4613,29075,0.269,0.397,29.3,4613,3884,3884,0.030666622,3.106648847,0.569347797,0.788492508,4.033783713,42.320516,42.342687,42.319125,42.320685,42.355721,-71.061612,-71.085056,-71.068627,-71.052391,-71.049897,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,2687,1926,15.8,49.8,10.5,0.7,17.7,0,3058,51885,18296,3545,41.3,43.3,25.4,16.7,4.8,9.8,41,5.2,8.6,2.7,2.8,2671,86.3,9.8,3.9,0,10.2,1065,1828,991,1161,1152,1571,0,0,501,145,142,31,1500,219,187,27,47,8,0,59,174,55,0,454,280,55,2980,631,21,181,3,68,3429,455,345,734,817,923,2401,1483,0,0,0,0,0,0,0,0,0,0
EF - North Point Park,42.369885,-71.069957,25017352101,0.585,0.578238923,58.34343434,1783,54400,0.235,0.334,29.4,891.5,736,1472,0.595302183,0.404601754,0.736024783,0.416992719,1.466950683,42.371019,42.366664,42.366417,42.373622,42.372756,-71.077039,-71.067666,-71.062326,-71.069533,-71.052528,FALSE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Middlesex,875,908,20.3,41.5,2.5,0,32.4,0,1193,67188,12965,6947,6.7,79.9,8.3,10.7,0,1.1,40,5.4,14.8,1.8,4.7,1031,93.1,5.8,1.1,0,1.5,737,617,118,94,215,1163,0,0,0,0,34,0,31,48,1,0,30,17,0,887,357,11,0,54,2,0,1286,63,7,92,0,24,1375,97,54,164,214,303,572,900,0,0,0,0,0,0,0,0,0,0
East Boston Neighborhood Health Center - 20 Maverick Square,42.369536,-71.039431,25025050400,0.642,0.649569142,7.787878788,2437,29587,0.116,0.646,28.6,2437,312,312,0.046660724,1.710385794,1.912631489,0.047076182,1.133933645,42.369139,42.363021,42.366417,42.369119,42.372756,-71.039615,-71.05829,-71.062326,-71.03953,-71.052528,TRUE,FALSE,FALSE,TRUE,FALSE,Massachusetts,Suffolk,1333,1104,55.9,35.8,2.1,0,1.2,0,1193,51631,4872,4329,8.9,25.7,40.4,14.9,7.5,11.6,17.8,7.2,7.3,0,3.2,1583,82.9,8.5,7.4,1.2,8.9,64,180,68,109,129,74,0,0,0,11,17,6,40,21,0,3,44,21,0,2,2,30,0,85,30,0,239,18,0,45,0,10,207,105,48,62,74,64,143,169,0,0,0,0,0,0,0,0,0,0
Edwards Playground - Main St at Eden St,42.378965,-71.068607,25025040300,0.228,0.59699422,33.04040404,4325,67638,0.221,0.254,31.1,4325,728,728,0.089661638,1.126950552,1.487621404,0.598964021,1.4903567,42.378342,42.370952,42.366417,42.373622,42.372756,-71.067914,-71.077007,-71.062326,-71.069533,-71.052528,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,1921,2404,3.6,77.2,11,0,6.7,0,3054,102768,17935,14787,43.1,66.1,11.1,19.9,1.9,1,49.1,5.1,11.5,2.4,6.5,2582,83.8,11.5,4.7,0,6.4,200,440,88,150,68,510,0,0,0,51,0,8,10,0,37,2,2,395,10,0,61,93,1,18,40,0,569,75,3,67,1,13,692,36,46,70,135,277,403,325,0,0,0,0,0,0,0,0,0,0
Egleston Square - Atherton St at Washington St,42.315692,-71.098634,25025120301,0.57,0.598538743,13.6969697,5201,36557,0.138,0.405,31.2,5201,1521,1521,0.029820446,1.697877715,2.09223545,0.48608128,5.988300467,42.315895,42.328316,42.300522,42.317062,42.355721,-71.098397,-71.110252,-71.113686,-71.104248,-71.049897,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,2882,2319,34,43,14.8,0,6.4,0,3689,75873,23878,4728,19.2,61.7,17.8,11.5,5.9,3.1,34.4,7.8,3.5,9.1,4.7,3113,79,12.5,8,0.5,6.9,368,855,298,327,472,722,0,0,0,395,20,2,20,0,17,0,68,80,0,164,121,448,23,88,75,0,1085,326,15,62,1,32,1138,383,180,308,358,307,805,716,0,0,0,0,0,0,0,0,0,0
Fan Pier,42.35339051,-71.0445714,25025060600,0.146,0.754759239,39.94949495,2679,75190,0.062,0.289,25.6,297.6666667,3352.444444,30172,0.21446774,1.393133894,0.859550565,0.885640098,0.50858606,42.35245,42.359705,42.351763,42.352271,42.355721,-71.04685,-71.059215,-71.054797,-71.055242,-71.049897,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,1298,1381,1,85.4,0.7,0,10.2,0,2347,112688,23121,8016,7,70.7,4.6,21.9,0,2.7,35.1,6.7,22.2,3.2,3.9,2022,85.4,9,5.6,0,3.9,8085,17137,4950,2828,4193,23151,0,0,0,823,515,1203,229,421,2271,3904,1313,10541,468,1652,322,1417,250,4427,324,92,24184,2577,72,2838,32,469,27781,2391,2061,3794,5413,10819,17152,13020,0,0,0,0,0,0,0,0,0,0
Faneuil St at Market St,42.35484,-71.150226,25025000202,0.41,0.553944801,8.424242424,3587,32797,0.21,0.24,30.7,1793.5,219,438,0.057669839,1.071148606,0.892581209,3.292744194,8.210508014,42.354329,42.348819,42.357293,42.373362,42.359448,-71.150346,-71.140051,-71.139883,-71.118956,-71.050498,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,1737,1850,18.6,59,6.4,0,15.3,0,2886,60714,7880,5014,54.1,55.9,12.6,24.8,4.2,2.5,57.9,7.1,5.1,3.1,2.9,1987,77.6,14.2,8.2,0,8.5,131,233,74,131,159,148,0,0,0,7,13,1,110,3,40,35,36,15,0,6,2,42,0,38,90,0,305,39,1,89,0,4,401,37,45,83,80,99,212,226,0,0,0,0,0,0,0,0,0,0
Four Corners - 157 Washington St,42.30412793,-71.07929528,25025090100,0.957,0.381338321,3.939393939,4812,17821,0.326,0.438,34.4,4812,189,189,0.106866206,2.58697943,0.226319674,1.517595664,6.225120579,42.303388,42.284095,42.305037,42.300093,42.355721,-71.078466,-71.063302,-71.076833,-71.061667,-71.049897,TRUE,FALSE,TRUE,FALSE,FALSE,Massachusetts,Suffolk,2074,2738,21.6,4.3,68.3,0,0.9,0,2900,30943,4444,2364,48.7,23.4,31.6,23.1,6,16,45.5,4.9,0,1.8,4,1835,78.6,19.2,2.2,0,25,41,100,48,53,87,49,0,0,0,2,0,0,15,0,0,0,0,0,0,0,0,147,0,23,2,0,69,98,0,17,2,3,137,52,28,38,44,38,51,138,0,0,0,0,0,0,0,0,0,0
Franklin Park - Seaver St at Humbolt Ave,42.309796,-71.092225,25025980300,0.692,0.263888889,4.393939394,360,6072,0.826,0.421,37.9,180,155.5,311,0.015765953,2.537244242,1.371904576,1.251618479,6.179297633,42.309682,42.328316,42.305037,42.310525,42.355721,-71.092111,-71.110252,-71.076833,-71.107414,-71.049897,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,264,96,27.8,30.8,28.9,0,5.6,0,308,0,0,1972,0,0,20,7.4,13.7,58.9,0,24.2,20,0,13.7,95,73.7,26.3,0,0,37.1,80,154,77,46,103,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,140,255,41,0,10,0,5,284,27,25,44,67,95,137,174,0,0,0,0,0,0,0,0,0,0
Franklin Park Zoo - Franklin Park Rd at Blue Hill Ave,42.303469,-71.085347,25025980300,0.692,0.263888889,5.454545455,360,6072,0.826,0.421,37.9,180,155.5,311,0.019661492,2.815807856,0.721553434,1.977011126,6.500015808,42.303293,42.284095,42.305037,42.310525,42.355721,-71.08537,-71.063302,-71.076833,-71.107414,-71.049897,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,264,96,27.8,30.8,28.9,0,5.6,0,308,0,0,1972,0,0,20,7.4,13.7,58.9,0,24.2,20,0,13.7,95,73.7,26.3,0,0,37.1,80,154,77,46,103,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,140,255,41,0,10,0,5,284,27,25,44,67,95,137,174,0,0,0,0,0,0,0,0,0,0
Fresh Pond Reservation,42.38267828,-71.14347895,25017354300,0.412,0.555027933,14.86868687,3580,40006,0.118,0.235,24.6,3580,1128,1128,0.271623989,3.717399276,2.097205268,1.420062307,7.551889516,42.380242,42.350602,42.388401,42.395428,42.372756,-71.14372,-71.130727,-71.119148,-71.142483,-71.052528,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Middlesex,1502,2078,3.1,58.8,13.9,0.2,15.4,0,2342,64085,16445,5185,6.6,64.3,16.7,14.8,0.6,3.6,50.7,8.2,6.7,7.5,3.4,1987,90,6.8,3.2,0,4.8,266,637,225,252,312,564,0,0,45,13,0,6,253,0,98,5,56,215,0,10,3,337,0,61,26,0,823,182,2,102,0,19,1039,89,101,177,240,344,516,612,0,0,0,0,0,0,0,0,0,0
Glendon St at Condor St,42.38240378,-71.03024304,25025050901,0.793,0.614978903,3.111111111,4740,24438,0.173,0.565,35.5,2370,633.5,1267,0.218248102,3.154936046,1.514014837,0.679481632,2.121719856,42.381133,42.363021,42.395689,42.37964,42.372756,-71.028218,-71.05829,-71.034281,-71.022865,-71.052528,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,2855,1885,69.4,20.7,1.3,0,4,0,1510,60769,9218,2505,30.8,14.2,48.8,14.2,11.2,11.6,29.6,5.9,3.9,0.8,3.4,2915,92.1,6.4,1.4,0,9,238,685,344,265,619,383,0,0,0,16,68,46,25,82,0,3,0,4,4,295,0,47,0,628,49,0,930,200,15,98,1,23,784,483,279,254,274,222,742,525,0,0,0,0,0,0,0,0,0,0
Government Center - Cambridge St at Court St,42.35980252,-71.05960783,25025030300,0.234,0.581382689,96.44444444,5511,82812,0.178,0.158,19.2,1102.2,13490.4,67452,0.043940115,0.034049349,0.768655295,0.034049349,0.749548948,42.359473,42.359705,42.366417,42.359705,42.359448,-71.059903,-71.059215,-71.062326,-71.059215,-71.050498,TRUE,TRUE,FALSE,TRUE,FALSE,Massachusetts,Suffolk,3126,2385,6.7,76.6,7.3,0.4,6.1,0,4693,102277,19727,13324,0,67.4,7.6,18.8,1.2,5.1,13.1,0.5,58.7,1.7,10.2,3204,89,5.1,6,0,6.8,17187,36895,13370,8142,10695,48615,0,0,32,764,167,645,1128,537,2481,13002,2560,15260,1647,6867,1816,1760,746,5416,2105,10519,54124,7098,193,4879,53,1105,61772,5680,4033,8570,12479,25183,35413,32039,0,0,0,0,0,0,0,0,0,0
Green Street T Stop - Green St at Amory St,42.310579,-71.107341,25025120201,0.449,0.60940473,32.65656566,3679,32640,0.2,0.455,32.3,3679,1102,1102,0.258761364,1.986733166,1.234029418,0.008490301,6.8914624,42.309517,42.328316,42.300522,42.310525,42.355721,-71.104541,-71.110252,-71.113686,-71.107414,-71.049897,TRUE,FALSE,FALSE,TRUE,FALSE,Massachusetts,Suffolk,1703,1976,34.8,55.1,5.9,0,0.9,0,2846,50705,7258,3640,14.4,58,13.3,20,3,5.6,33.9,6.8,4.9,6.5,2.4,2242,81.9,12,6,0,9,285,578,239,241,353,508,0,0,0,64,0,0,48,28,1,4,34,74,0,4,102,468,17,120,98,40,785,244,4,56,0,13,935,167,113,189,233,282,418,684,0,0,0,0,0,0,0,0,0,0
Grove Hall Library - 41 Geneva Ave,42.30791,-71.080952,25025090200,0.987,0.342425514,2.676767677,2383,12959,0.342,0.402,36.3,2383,551,551,0.12137603,3.019910775,0.465608478,1.808534154,5.897467567,42.307223,42.284095,42.305037,42.300093,42.355721,-71.079805,-71.063302,-71.076833,-71.061667,-71.049897,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,1207,1176,37.4,1.3,44.5,0,4.6,1.1,1099,24432,2166,2670,38.4,12.5,37.7,27.3,4.7,17.8,38.7,16,0.5,4.6,0,816,89.3,8.7,2,0,18.2,174,250,127,222,227,102,0,0,0,0,0,0,278,0,0,1,0,0,11,0,0,119,0,104,38,0,360,150,6,28,0,7,417,134,61,104,128,84,245,306,0,0,0,0,0,0,0,0,0,0
HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,42.33741748,-71.10286117,25025010300,0.285,0.460729983,62.05050505,5233,7011,0.243,0.199,16,1308.25,4867.25,19469,0.069745331,0.286222794,1.125824112,0.905077898,4.805044521,42.337969,42.334846,42.336608,42.331397,42.355721,-71.102457,-71.103017,-71.089208,-71.095451,-71.049897,TRUE,TRUE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,1794,3439,8.9,71.5,5.8,0.3,11.1,0,4696,40000,8265,891,11.1,39.1,21.5,37.6,0.5,1.2,7.7,2.6,61.4,2.3,6.1,2411,95.9,3.6,0.5,0,10.6,4204,10826,4439,2650,3263,13556,0,0,0,0,5,2,52,0,6,10,75,884,0,49,3267,13553,748,745,73,0,14218,2812,49,1987,22,381,17844,1625,1229,2368,4200,7468,6377,13092,0,0,0,0,0,0,0,0,0,0
Harvard Kennedy School at Bennett St / Eliot St,42.3722168,-71.12188071,25017354100,0.215,0.591549296,88.37373737,2769,99686,0.049,0.313,22.9,1384.5,1738,3476,0.036262937,2.258830685,1.813544789,0.271919213,5.697535249,42.372535,42.351903,42.388401,42.373362,42.372756,-71.121784,-71.122042,-71.119148,-71.118956,-71.052528,TRUE,FALSE,FALSE,TRUE,FALSE,Massachusetts,Middlesex,1256,1513,5.4,78.5,2.8,0,10.3,0,2252,117333,14428,19262,0,80.7,3.2,13.8,1.5,0.8,22.8,1.4,29.8,5,9.7,1638,89.1,5.1,5.8,0,2.2,1152,1700,624,879,926,1671,0,2,0,0,2,15,283,0,78,184,77,484,22,234,260,63,113,1304,355,0,2693,365,15,325,4,74,3104,372,284,445,614,981,1672,1804,0,0,0,0,0,0,0,0,0,0
Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,25017353600,0.286,0.55961945,59.64646465,4730,42749,0.081,0.217,24.7,2365,1105.5,2211,0.134101477,3.019191633,1.046170359,0.63337192,5.581410311,42.377805,42.351903,42.388401,42.373362,42.372756,-71.119941,-71.122042,-71.119148,-71.118956,-71.052528,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Middlesex,2091,2639,8.3,71.4,5.7,0,10.1,0,3813,95848,24707,5535,4.7,66.6,11.2,19.7,0.2,2.2,24.7,5.7,34.7,7.9,5.3,2647,82.8,7.8,9.4,0,4.6,627,988,596,862,433,916,0,0,0,0,17,5,37,0,10,3,8,91,10,28,1508,234,1,134,125,0,1886,137,5,121,6,56,2079,132,109,219,386,870,699,1512,0,0,0,0,0,0,0,0,0,0
Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,25017354100,0.215,0.591549296,113.4545455,2769,99686,0.049,0.313,22.9,1384.5,1738,3476,0.053271447,2.373466529,1.692856898,0.159212293,5.615708906,42.373369,42.351903,42.388401,42.373362,42.372756,-71.120265,-71.122042,-71.119148,-71.118956,-71.052528,TRUE,FALSE,FALSE,TRUE,FALSE,Massachusetts,Middlesex,1256,1513,5.4,78.5,2.8,0,10.3,0,2252,117333,14428,19262,0,80.7,3.2,13.8,1.5,0.8,22.8,1.4,29.8,5,9.7,1638,89.1,5.1,5.8,0,2.2,1152,1700,624,879,926,1671,0,2,0,0,2,15,283,0,78,184,77,484,22,234,260,63,113,1304,355,0,2693,365,15,325,4,74,3104,372,284,445,614,981,1672,1804,0,0,0,0,0,0,0,0,0,0
Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,25017353700,0.357,0.518726253,227.8585859,5527,30680,0.185,0.197,18.8,1842.333333,6318.333333,18955,0.032685858,2.39265712,1.683361735,0.032685858,5.426242584,42.373362,42.351903,42.388401,42.373362,42.372756,-71.118956,-71.122042,-71.119148,-71.118956,-71.052528,TRUE,FALSE,FALSE,TRUE,FALSE,Massachusetts,Middlesex,2543,2984,8.6,64.3,4,0.1,18.8,0,4344,59440,10748,3841,7.5,68.2,12.6,17.2,0.6,1.5,17.7,3.4,41.5,5.9,11.7,2867,88.6,8.2,3.2,0,5.2,5825,9595,3535,4209,3372,11374,0,0,0,7,7,8,289,0,193,225,13,81,20,76,15565,1196,30,846,224,175,14267,1566,85,2511,30,496,17307,1648,1030,2063,2963,7074,8663,10292,0,0,0,0,0,0,0,0,0,0
Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,25017353600,0.286,0.55961945,66.19191919,4730,42749,0.081,0.217,24.7,2365,1105.5,2211,0.253146169,2.926808688,1.177678154,0.537774526,5.316349329,42.377805,42.351903,42.388401,42.373362,42.372756,-71.119941,-71.122042,-71.119148,-71.118956,-71.052528,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Middlesex,2091,2639,8.3,71.4,5.7,0,10.1,0,3813,95848,24707,5535,4.7,66.6,11.2,19.7,0.2,2.2,24.7,5.7,34.7,7.9,5.3,2647,82.8,7.8,9.4,0,4.6,627,988,596,862,433,916,0,0,0,0,17,5,37,0,10,3,8,91,10,28,1508,234,1,134,125,0,1886,137,5,121,6,56,2079,132,109,219,386,870,699,1512,0,0,0,0,0,0,0,0,0,0
Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,25017353700,0.357,0.518726253,80.68686869,5527,30680,0.185,0.197,18.8,1842.333333,6318.333333,18955,0.016034659,2.791570201,1.40250684,0.525234579,5.067667829,42.376511,42.351566,42.388401,42.373362,42.372756,-71.114059,-71.119281,-71.119148,-71.118956,-71.052528,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Middlesex,2543,2984,8.6,64.3,4,0.1,18.8,0,4344,59440,10748,3841,7.5,68.2,12.6,17.2,0.6,1.5,17.7,3.4,41.5,5.9,11.7,2867,88.6,8.2,3.2,0,5.2,5825,9595,3535,4209,3372,11374,0,0,0,7,7,8,289,0,193,225,13,81,20,76,15565,1196,30,846,224,175,14267,1566,85,2511,30,496,17307,1648,1030,2063,2963,7074,8663,10292,0,0,0,0,0,0,0,0,0,0
Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,25017353900,0.433,0.510624902,80.70707071,6353,20072,0.216,0.19,17.8,3176.5,342,684,0.236876513,1.720741962,2.350279944,0.844752906,5.113346744,42.364492,42.351241,42.357293,42.373362,42.372756,-71.114114,-71.116531,-71.139883,-71.118956,-71.052528,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Middlesex,3214,3139,10.9,56.7,6.6,0.1,21.2,0.1,4449,49044,12703,2849,14.4,65.5,10.9,21.6,0.9,1.1,10.1,3.1,54.3,5.5,8,3244,93.7,4,2.3,0,4.9,238,330,116,186,144,354,0,0,0,5,1,34,58,0,0,7,2,212,0,1,57,51,1,123,132,0,560,47,4,54,2,17,629,55,46,98,94,208,300,384,0,0,0,0,0,0,0,0,0,0
Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,25017354000,0.295,0.552483599,48.17171717,4268,54520,0.141,0.172,21.8,4268,1668,1668,0.1068348,3.157492847,1.026436183,0.920992065,6.020395796,42.379397,42.351891,42.388401,42.373362,42.372756,-71.125597,-71.125067,-71.119148,-71.118956,-71.052528,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Middlesex,2207,2061,5.6,70.5,4.5,0.6,16.9,0,3332,67500,16894,9463,6.2,73.6,5.5,18.4,0.6,1.9,27.5,1.2,37.4,5.2,11.4,2358,87.2,3.9,8.4,0.5,2.9,631,736,301,563,507,598,0,0,1,2,0,31,417,0,144,65,61,85,0,41,142,93,31,510,45,0,1322,140,7,164,1,34,1479,189,113,260,267,397,763,905,0,0,0,0,0,0,0,0,0,0
Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,25017353900,0.433,0.510624902,111.9292929,6353,20072,0.216,0.19,17.8,3176.5,342,684,0.215555084,1.963983491,2.142480751,0.48723789,5.322795273,42.370925,42.351903,42.388401,42.373362,42.372756,-71.11597,-71.122042,-71.119148,-71.118956,-71.052528,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Middlesex,3214,3139,10.9,56.7,6.6,0.1,21.2,0.1,4449,49044,12703,2849,14.4,65.5,10.9,21.6,0.9,1.1,10.1,3.1,54.3,5.5,8,3244,93.7,4,2.3,0,4.9,238,330,116,186,144,354,0,0,0,5,1,34,58,0,0,7,2,212,0,1,57,51,1,123,132,0,560,47,4,54,2,17,629,55,46,98,94,208,300,384,0,0,0,0,0,0,0,0,0,0
Hayes Square - Vine St at Moulton St,42.377022,-71.056605,25025040801,0.549,0.555880918,32.64646465,4098,57607,0.311,0.284,31.1,2049,4107.5,8215,0.022122198,1.329550275,1.26942647,1.127256276,0.580669867,42.376958,42.365577,42.366417,42.373622,42.372756,-71.05686,-71.06129,-71.062326,-71.069533,-71.052528,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,1803,2295,21.7,45.1,14.6,0,17.3,0,2847,60192,13704,10511,60.9,49.9,15.7,22.9,4.9,6.6,39.7,8.1,15.4,5.2,3.2,2278,92.2,6.2,1.5,0,5,1451,4783,1981,399,537,7279,0,0,0,97,105,138,187,363,15,20,10,158,0,216,42,5543,25,63,189,1044,6326,884,33,819,8,145,7537,678,529,1175,1792,3268,4214,4001,0,0,0,0,0,0,0,0,0,0
