station_name,station_lat,station_long,census_tract,percent_minority,percent_employed,average_ridership,total_pop,income_per_cap,percent_poverty,percent_transit,mean_commute,average_pop,average_num_jobs,total_num_jobs,bus_dist,tram_dist,rail_dist,subway_dist,ferry_dist,bus_lat,tram_lat,rail_lat,subway_lat,ferry_lat,bus_long,tram_long,rail_long,subway_long,ferry_long,is_close_bus,is_close_tram,is_close_rail,is_close_subway,is_close_ferry,state,county,men,women,hispanic,white,black,native,asian,pacific,citizen,income,income_err,income_per_cap_err,child_poverty,professional,service,office,construction,production,drive,carpool,walk,other_transit,work_at_home,employed,private_work,public_work,self_employed,family_work,unemployed,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02,CFA01,CFA02,CFA03,CFA04,CFA05,CFS01,CFS02,CFS03,CFS04,CFS05
Nashua Street at Red Auerbach Way,42.365673,-71.064263,25025020303,0.421,0.502518187,265.8585859,3574,55239,0.198,0.192,22.3,1787,7161,14322,0.19903662,0.24448726,0.179357104,0.24448726,1.244877744,42.364737,42.365577,42.366417,42.365577,42.372756,-71.062198,-71.06129,-71.062326,-71.06129,-71.052528,TRUE,TRUE,TRUE,TRUE,FALSE,Massachusetts,Suffolk,2059,1515,16.4,57.9,8,0,14.9,0,2774,81607,14455,8591,17.5,78.2,6.5,13.4,1.3,0.6,25.4,1.6,44.8,4.9,4.2,1796,83.5,7.3,9.2,0,10.2,3487,7540,3295,3139,2950,8233,0,0,0,93,164,32,79,0,137,215,155,1913,706,466,436,4034,1131,1576,360,2825,10582,2484,49,918,10,279,13050,1272,1071,2223,3089,4452,6582,7740,0,0,0,0,0,0,0,0,0,0
New Balance - 20 Guest St,42.35732922,-71.1467354,25025000100,0.419,0.560337783,18.77777778,3671,33352,0.176,0.215,28.6,1223.666667,2807.333333,8422,0.094627415,1.094158364,0.563064657,2.89605207,7.911039224,42.357109,42.348819,42.357293,42.373362,42.359448,-71.145623,-71.140051,-71.139883,-71.118956,-71.050498,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,1827,1844,18.9,58.1,4.8,0,14.5,0,2704,58542,11220,5685,12.8,42.7,22.1,20.4,7,7.8,56.8,2.1,11.3,6.5,1.9,2057,87,8.4,4.6,0,11.1,1811,4728,1883,1555,2184,4683,0,0,0,424,44,103,982,256,2171,242,273,224,924,1383,86,407,165,530,166,42,6940,764,46,506,12,154,6941,1481,912,1352,1716,2631,4802,3620,0,0,0,0,0,0,0,0,0,0
Newbury St at Hereford St,42.348717,-71.085954,25025010701,0.232,0.743716814,170.3636364,2825,79586,0.109,0.228,22.7,1412.5,2634.5,5269,0.111452902,0.184800922,0.85409444,0.827722147,3.06362773,42.347779,42.347888,42.34735,42.341512,42.355721,-71.085476,-71.087903,-71.075727,-71.083423,-71.049897,TRUE,TRUE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,1374,1451,9,76.8,1.6,0,9.1,0,2425,98595,5931,14778,4.1,69.6,5.3,24,0.5,0.5,27.9,2.1,32.9,4.7,9.6,2101,85,5.5,9.5,0,3,2245,2347,677,1684,1663,1922,0,0,0,12,19,60,1591,40,36,74,216,506,99,97,368,90,185,1342,534,0,4126,484,13,508,4,134,4663,606,379,658,831,1156,2307,2962,0,0,0,0,0,0,0,0,0,0
Newmarket Square T Stop - Massachusetts Ave at Newmarket Square,42.326599,-71.066498,25025080100,0.817,0.266169154,22.84848485,2814,12703,0.309,0.314,26,1407,4455.5,8911,0.184958293,2.35098137,0.113231921,0.827475272,3.513932388,42.327984,42.342687,42.327415,42.330154,42.355721,-71.067744,-71.085056,-71.065674,-71.057655,-71.049897,TRUE,FALSE,TRUE,FALSE,FALSE,Massachusetts,Suffolk,1880,934,25.4,18.3,50,0.9,1.9,0,2086,30524,9327,1605,54.9,23.6,24.2,23.4,11.3,17.5,47.3,5.5,11.7,4.1,0,749,80.9,12.4,6.7,0,8.5,1556,5146,2209,1047,1699,6165,0,0,0,1167,288,756,290,66,20,12,248,1241,103,97,36,413,246,443,225,3260,6152,1984,37,581,4,153,7731,1180,901,1589,2102,2763,5106,3805,0,0,0,0,0,0,0,0,0,0
Northeastern University - North Parking Lot,42.341814,-71.090179,25025010404,0.389,0.401006387,72.68686869,5167,10585,0.585,0.32,17.7,5167,1874,1874,0.174851983,0.194451292,0.58435636,0.556281943,3.653732669,42.340553,42.340222,42.336608,42.341512,42.355721,-71.088908,-71.0892,-71.089208,-71.083423,-71.049897,TRUE,TRUE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,2743,2424,10.5,61.1,7.1,0.2,18.7,0.3,3946,19572,15592,1268,29.2,43.5,22,31.4,1.2,1.9,11.4,2,43.5,7.8,3.3,2072,95.2,2.6,2.3,0,15.2,527,905,442,669,582,623,0,0,0,0,21,0,96,0,68,8,33,33,0,15,17,154,550,875,4,0,1340,287,9,199,3,36,1640,234,191,342,362,452,893,981,0,0,0,0,0,0,0,0,0,0
Oak Square - 615 Washington St,42.35057,-71.166491,25025000201,0.244,0.669610231,12.12121212,3284,39549,0.137,0.275,29.8,3284,640,640,0.013089184,1.149020342,2.310719694,4.655805519,9.582286154,42.350563,42.34024,42.357293,42.373362,42.359448,-71.16665,-71.166849,-71.139883,-71.118956,-71.050498,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,1494,1790,9.1,75.6,4.4,0,6.1,0,2727,68406,8862,4840,11.5,56.5,17,20,2.6,3.9,59.5,4.7,3.3,3.2,1.8,2199,86.2,12.1,1.6,0,2.8,176,324,140,166,138,336,0,0,0,117,0,9,38,0,9,6,8,6,0,137,0,97,3,37,173,0,508,68,2,52,0,10,568,72,76,124,137,127,385,255,0,0,0,0,0,0,0,0,0,0
One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,25017352400,0.617,0.538951494,45.61616162,2041,32186,0.252,0.336,24.9,680.3333333,6978.666667,20936,0.143204382,1.087677882,1.831479752,0.12370377,2.783604605,42.362498,42.370911,42.34735,42.362434,42.359448,-71.085841,-71.077095,-71.075727,-71.085591,-71.050498,TRUE,FALSE,FALSE,TRUE,FALSE,Massachusetts,Middlesex,882,1159,14.6,38.3,32.5,0,9.1,0,1239,43750,22116,5502,43.5,49.6,19.5,21.1,1.8,7.9,31.3,0.4,22.4,11.5,0.7,1100,88,9.3,2.7,0,6.3,4357,13788,2791,901,1417,18618,0,4,0,9,1146,517,101,2,2523,920,294,12983,744,109,19,178,81,1165,136,5,15795,913,43,3773,27,385,19806,1130,1070,2154,3526,9829,12749,8187,0,0,0,0,0,0,0,0,0,0
One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,25017352400,0.617,0.538951494,166.1515152,2041,32186,0.252,0.336,24.9,680.3333333,6978.666667,20936,0.0021642,1.305062068,2.187501052,0.65855434,3.296926756,42.366261,42.370911,42.347581,42.362434,42.372756,-71.091675,-71.077095,-71.099974,-71.085591,-71.052528,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Middlesex,882,1159,14.6,38.3,32.5,0,9.1,0,1239,43750,22116,5502,43.5,49.6,19.5,21.1,1.8,7.9,31.3,0.4,22.4,11.5,0.7,1100,88,9.3,2.7,0,6.3,4357,13788,2791,901,1417,18618,0,4,0,9,1146,517,101,2,2523,920,294,12983,744,109,19,178,81,1165,136,5,15795,913,43,3773,27,385,19806,1130,1070,2154,3526,9829,12749,8187,0,0,0,0,0,0,0,0,0,0
One Memorial Drive,42.36161932,-71.08043551,25017353102,0.496,0.433360423,45.14141414,4922,12558,0.399,0.088,15.9,984.4,3017.8,15089,0.454747093,1.06901658,1.580617706,0.432543065,2.471609429,42.362498,42.370911,42.366417,42.362355,42.359448,-71.085841,-71.077095,-71.062326,-71.085605,-71.050498,FALSE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Middlesex,2598,2324,8.6,50.4,5,0,29.6,0,3594,66875,35400,2467,0,67.6,11.8,19.2,0.6,0.9,10.6,3.1,57.5,10,10,2133,96.1,3.7,0.2,0,8.5,4356,7556,3177,2466,2515,10108,0,2,0,0,4,44,6,0,508,21,19,795,1,965,11783,113,212,540,76,0,11504,962,45,2141,20,417,13948,1141,753,1607,2450,5923,8664,6425,0,0,0,0,0,0,0,0,0,0
Orient Heights T Stop - Bennington St at Saratoga St,42.386781,-71.006098,25025051101,0.561,0.555005415,7.96969697,6463,28637,0.244,0.494,34.2,6463,987,987,0.042263977,5.036000949,2.517547677,0.112268675,3.471769475,42.387061,42.363021,42.395689,42.386867,42.359789,-71.00575,-71.05829,-71.034281,-71.004736,-71.02734,TRUE,FALSE,FALSE,TRUE,FALSE,Massachusetts,Suffolk,3400,3063,40.3,43.9,1.6,0,7.3,0,3099,46794,10092,4726,45.2,26.5,42.4,17.4,5.6,8.1,38.6,7.7,0.9,2.1,1.3,3587,83.6,9.6,6.8,0,7.1,207,558,222,228,412,347,0,0,0,110,103,4,64,247,3,27,8,19,0,129,3,86,1,148,35,0,720,152,7,86,1,21,723,264,172,191,223,194,629,358,0,0,0,0,0,0,0,0,0,0
Packard Ave at Powderhouse Blvd,42.40449,-71.123413,25017350600,0.227,0.546723711,19.39393939,4441,27940,0.165,0.283,25.9,4441,143,143,0.345297579,5.330293146,1.82297451,0.871693013,6.80752884,42.403375,42.370911,42.388401,42.39674,42.372756,-71.127338,-71.077095,-71.119148,-71.121815,-71.052528,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Middlesex,2246,2195,6.1,77.3,2.9,0,9.9,0.2,3806,101216,11664,3396,0,60,13.6,21.5,2.7,2.1,24,5.7,30.9,4.5,6.6,2428,88.8,8,3.1,0,3.1,42,73,28,44,47,52,0,0,0,9,0,0,30,0,0,0,2,29,0,2,2,29,0,13,27,0,108,9,1,21,1,3,129,14,12,22,31,36,65,78,0,0,0,0,0,0,0,0,0,0
Packard's Corner - Commonwealth Ave at Brighton Ave,42.352261,-71.123831,25025000802,0.472,0.611235955,89.32323232,7120,28117,0.296,0.419,33.8,7120,3907,3907,0.026291179,0.109584859,1.432790518,2.204756407,6.078551853,42.352224,42.351891,42.357293,42.365304,42.359448,-71.123515,-71.125067,-71.139883,-71.103621,-71.050498,TRUE,TRUE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,3538,3582,25.1,52.8,5.3,0.2,13.8,0,5189,38389,12582,6277,23.8,46.1,21.4,24.1,3.6,4.8,29.4,3,15,6.8,3.8,4352,87.8,5.1,7.1,0,8.1,1188,1849,870,1198,1284,1425,0,0,1,146,62,126,529,94,136,20,231,260,0,187,1,736,145,782,374,77,2941,382,11,491,4,78,3421,486,376,654,700,989,2052,1855,0,0,0,0,0,0,0,0,0,0
Park Dr at Buswell St,42.347241,-71.105301,25025010204,0.408,0.531845238,73.49494949,3360,18937,0.44,0.294,20.6,1120,1475.333333,4426,0.017817486,0.205717099,0.43940907,1.806339493,4.649495173,42.3471,42.346007,42.347581,42.336377,42.355721,-71.105198,-71.107166,-71.099974,-71.088961,-71.049897,TRUE,TRUE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,1513,1847,6.4,59.2,2.2,0,29.4,0,2551,30000,9674,4307,0,53.2,16.6,25.9,3.1,1.1,12.6,1.4,50.1,3.5,3,1787,96,3.2,0.8,0,7.3,901,2502,1023,530,875,3021,0,0,0,0,28,17,258,0,351,1076,78,75,370,10,0,1821,81,193,68,0,3434,487,11,420,3,71,4115,311,214,531,941,1839,1553,2873,0,0,0,0,0,0,0,0,0,0
Piers Park,42.36489293,-71.03497177,25025051200,0.508,0.562894249,14.82828283,2695,34564,0.256,0.59,32.5,2695,386,386,0.189501092,1.927091357,2.187491906,0.600883121,0.845736917,42.365909,42.363021,42.351763,42.369119,42.359789,-71.03312,-71.05829,-71.054797,-71.03953,-71.02734,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,1242,1453,42.3,49.2,2,0,4.6,0,1615,64808,11606,8008,55.1,39.5,23.7,23.3,3.4,10.2,25.8,3.8,5.7,3.2,2.6,1517,85.4,10,4.6,0,4.5,77,215,94,44,103,239,0,0,0,46,107,3,3,94,0,0,1,51,0,0,0,27,25,4,25,0,317,32,2,27,0,8,320,66,60,72,89,88,293,93,0,0,0,0,0,0,0,0,0,0
Porter Square Station,42.387995,-71.119084,25017354500,0.194,0.57793765,91.21212121,2085,74353,0.121,0.322,25.7,1042.5,244.5,489,0.014541455,3.937504485,0.045450048,0.045349256,5.723381289,42.388034,42.370911,42.388401,42.3884,42.372756,-71.119253,-71.077095,-71.119148,-71.119149,-71.052528,TRUE,FALSE,TRUE,TRUE,FALSE,Massachusetts,Middlesex,913,1172,8.5,80.6,1.9,0,3.6,0,1573,83500,25210,10409,0,87.5,1.5,6.1,3.5,1.4,22.1,4.6,19.2,6.1,15.8,1205,86.3,6.7,7,0,3,135,229,125,110,138,241,0,0,0,3,0,15,31,0,1,33,95,47,0,18,14,90,5,90,47,0,384,35,1,50,0,19,450,39,36,88,105,125,220,269,0,0,0,0,0,0,0,0,0,0
Post Office Square - Pearl St at Milk St,42.356755,-71.055407,25025070101,0.384,0.584862385,83.73737374,5668,88038,0.22,0.265,20.4,708.5,12305,98440,0.107611157,0.453323378,0.557343669,0.305796656,0.467125964,42.357495,42.359705,42.351763,42.358978,42.355721,-71.056251,-71.059215,-71.054797,-71.057598,-71.049897,TRUE,FALSE,FALSE,TRUE,FALSE,Massachusetts,Suffolk,2862,2806,8.8,61.6,2.5,0.1,23,0,4252,89855,24041,21940,22.9,64.1,11.3,22.1,0.3,2.1,14.3,4.6,48.4,1.4,5,3315,91.3,4.8,3.9,0,5.8,24692,56043,17705,10424,13682,74334,5,0,53,1577,320,1341,3180,743,3401,28591,2935,24145,1238,11149,1186,2273,1098,6552,3368,5285,77658,8762,268,10098,83,1571,90146,8294,6121,12058,17530,38039,53719,44721,0,0,0,0,0,0,0,0,0,0
Powder House Circle - Nathan Tufts Park,42.400877,-71.116772,25017350500,0.192,0.69828722,21.92929293,1518,50013,0.065,0.402,30.5,1518,735,735,0.008871445,4.660671421,1.400922006,0.618944335,6.13330031,42.400815,42.370911,42.388401,42.39674,42.372756,-71.11684,-71.077095,-71.119148,-71.121815,-71.052528,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Middlesex,685,833,5.7,80.8,2.1,0.4,6.5,0,1315,97250,16389,4866,0,76.1,3.4,12.7,2.7,5,30.9,1.1,10.9,5.8,11.1,1060,78.6,11.6,9.8,0,6.9,246,336,153,299,244,192,0,0,0,4,0,2,80,30,11,0,49,82,0,0,2,194,67,196,18,0,564,94,4,61,0,12,630,105,66,121,128,174,287,448,0,0,0,0,0,0,0,0,0,0
Prudential Center - Belvedere St,42.34652004,-71.08065777,25025010600,0.274,0.581602374,96.67676768,3033,119317,0.132,0.355,22.2,1011,12201,36603,0.131732362,0.135794443,0.415595861,0.415595861,2.727004832,42.347595,42.34557,42.34735,42.34735,42.355721,-71.079984,-71.081696,-71.075727,-71.075727,-71.049897,TRUE,TRUE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,1236,1797,4.8,72.6,10.9,0.5,11.3,0,2603,93482,18054,27526,7.2,85.3,4.8,8.7,0,1.2,32.4,2.2,27.9,0,2,1764,87.3,8.3,4.4,0,3.2,10441,20080,6082,3584,5331,27688,0,0,457,1050,22,164,5790,160,1324,6178,715,6012,1674,1086,4,1111,310,5214,1882,3450,27306,4647,141,3742,51,716,33000,3603,2529,4738,6618,12277,18854,17749,0,0,0,0,0,0,0,0,0,0
Purchase St at Pearl St,42.354659,-71.053181,25025070101,0.384,0.584862385,67.80808081,5668,88038,0.22,0.265,20.4,708.5,12305,98440,0.011218895,0.748761547,0.348326142,0.314945395,0.294557269,42.354588,42.359705,42.351763,42.352271,42.355721,-71.053278,-71.059215,-71.054797,-71.055242,-71.049897,TRUE,FALSE,TRUE,TRUE,TRUE,Massachusetts,Suffolk,2862,2806,8.8,61.6,2.5,0.1,23,0,4252,89855,24041,21940,22.9,64.1,11.3,22.1,0.3,2.1,14.3,4.6,48.4,1.4,5,3315,91.3,4.8,3.9,0,5.8,24692,56043,17705,10424,13682,74334,5,0,53,1577,320,1341,3180,743,3401,28591,2935,24145,1238,11149,1186,2273,1098,6552,3368,5285,77658,8762,268,10098,83,1571,90146,8294,6121,12058,17530,38039,53719,44721,0,0,0,0,0,0,0,0,0,0
Rindge Avenue - O'Neill Library,42.392766,-71.129042,25017354800,0.177,0.700615822,20.34343434,2111,61949,0.045,0.339,28.3,2111,330,330,0.027513454,4.556807657,0.946470237,0.73991892,6.666735722,42.39295,42.351891,42.388401,42.39674,42.372756,-71.128818,-71.125067,-71.119148,-71.121815,-71.052528,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Middlesex,1015,1096,3.7,82.3,2.5,0,8.6,0,1663,114241,10716,5916,2.2,81.5,5,9.9,1.8,1.8,35,1.5,7.8,13.4,8.4,1479,83,10.8,6.2,0,1.1,71,186,73,98,104,128,0,0,0,2,0,1,29,1,4,14,16,76,0,3,5,31,6,92,50,0,250,20,0,53,1,6,306,24,29,52,74,104,153,177,0,0,0,0,0,0,0,0,0,0
Rowes Wharf at Atlantic Ave,42.357143,-71.050699,25025030300,0.234,0.581382689,109.969697,5511,82812,0.178,0.158,19.2,1102.2,13490.4,67452,0.097002231,0.75550236,0.68649266,0.303926423,0.171302282,42.356271,42.359705,42.351763,42.359784,42.355721,-71.050665,-71.059215,-71.054797,-71.051652,-71.049897,TRUE,FALSE,FALSE,TRUE,TRUE,Massachusetts,Suffolk,3126,2385,6.7,76.6,7.3,0.4,6.1,0,4693,102277,19727,13324,0,67.4,7.6,18.8,1.2,5.1,13.1,0.5,58.7,1.7,10.2,3204,89,5.1,6,0,6.8,17187,36895,13370,8142,10695,48615,0,0,32,764,167,645,1128,537,2481,13002,2560,15260,1647,6867,1816,1760,746,5416,2105,10519,54124,7098,193,4879,53,1105,61772,5680,4033,8570,12479,25183,35413,32039,0,0,0,0,0,0,0,0,0,0
Roxbury Crossing T Stop - Columbus Ave at Tremont St,42.331184,-71.095171,25025081400,0.672,0.604334149,52.57575758,2861,27156,0.296,0.34,27.5,2861,959,959,0.031313924,0.655714703,0.777177281,0.033026151,4.614030322,42.331311,42.336217,42.336608,42.331397,42.355721,-71.094831,-71.099328,-71.089208,-71.095451,-71.049897,TRUE,FALSE,FALSE,TRUE,FALSE,Massachusetts,Suffolk,1542,1319,12.8,32.8,46,0,6.6,0,2240,42585,9692,3277,35.7,45.7,15.4,23.6,2.7,12.6,36.6,3.7,18.6,4.9,2.2,1729,89,7.6,3.5,0,7.7,170,522,267,195,226,538,0,0,0,43,0,1,30,0,0,0,13,23,0,0,482,270,2,52,36,7,586,292,4,58,1,18,832,127,89,172,209,319,430,529,0,0,0,0,0,0,0,0,0,0
Roxbury YMCA - Warren St at MLK Blvd,42.31787329,-71.08243078,25025081900,0.992,0.367283073,7.242424242,3515,15612,0.435,0.429,34.1,1757.5,156,312,0.038559835,2.455884625,1.14343637,1.527304352,4.986196449,42.318133,42.338017,42.319125,42.323132,42.355721,-71.08212,-71.094682,-71.068627,-71.099592,-71.049897,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,1389,2126,28.3,0.8,67.5,0,0.5,0,2019,21594,12151,4006,64.7,15.9,44.7,27.2,2.1,10.1,39.8,0.5,14.6,1.3,0.9,1291,82.3,16.2,1.5,0,17.2,117,139,56,117,118,77,0,0,0,12,0,0,11,0,0,0,4,2,0,2,76,97,5,0,103,0,156,129,2,18,2,5,258,54,35,48,54,58,93,219,0,0,0,0,0,0,0,0,0,0
Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,42.33624445,-71.08798563,25025080601,0.581,0.356387665,75.38383838,4540,8261,0.508,0.369,22.4,4540,17998,17998,0.088970781,0.445398878,0.108300651,0.081514525,3.806396455,42.33639,42.339897,42.336608,42.336377,42.355721,-71.08905,-71.09021,-71.089208,-71.088961,-71.049897,TRUE,FALSE,TRUE,TRUE,FALSE,Massachusetts,Suffolk,2256,2284,15.2,41.9,26.9,0.1,14.1,0,3267,16892,5834,1295,61.1,36.3,28.1,28.9,1.8,4.9,14.2,5.2,39.4,1.6,2.7,1618,93.6,5,1.4,0,24.4,2759,10475,4764,2159,2290,13549,0,0,0,46,0,0,35,0,4,32,68,18,28,38,16538,679,0,118,316,78,12238,4201,85,1059,23,392,16038,1960,1404,2592,3778,7465,8285,9713,0,0,0,0,0,0,0,0,0,0
Ryan Playground - Dorchester Ave at Harbor View St,42.317642,-71.056664,25025091100,0.454,0.570202666,16.19191919,5477,30475,0.21,0.318,29.2,5477,440,440,0.019983084,3.633561865,0.532440649,0.487766569,4.270568386,42.317797,42.342687,42.321079,42.320685,42.355721,-71.056787,-71.085056,-71.052155,-71.052391,-71.049897,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,2812,2665,7.1,54.6,4.5,0,27.5,0,3567,62354,14306,3208,34.4,46.3,20.9,18,8.5,6.2,50,13.6,2.4,1.4,0.8,3123,87.7,8.2,4.1,0,4.3,125,223,92,136,195,109,0,0,0,40,0,3,195,7,2,1,0,14,0,33,1,73,0,55,16,0,261,50,1,118,2,8,379,61,69,75,97,74,191,249,0,0,0,0,0,0,0,0,0,0
S Huntington Ave at Heath St,42.32760387,-71.1108917,25025120700,0.442,0.657076566,23.64646465,2155,50845,0.149,0.4,29.4,2155,1718,1718,0.116831787,0.095056577,2.044377038,1.053661998,5.908118395,42.326594,42.328316,42.336608,42.323132,42.355721,-71.111284,-71.110252,-71.089208,-71.099592,-71.049897,TRUE,TRUE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,1051,1104,19.5,55.8,7,0,14.4,0,1493,82763,9382,7649,5.4,66.2,16,12.6,2.3,2.9,36.3,0,4.1,17.3,2.3,1416,78.5,11.8,9.7,0,4.4,221,819,678,151,342,1225,0,0,0,3,0,0,8,989,0,2,1,259,0,0,0,98,0,25,333,0,708,889,10,73,5,33,1585,133,278,398,450,371,1001,717,0,0,0,0,0,0,0,0,0,0
Savin Hill T Stop - S Sydney St at Bay St,42.3106,-71.0539,25025091001,0.445,0.603046316,9,3217,37022,0.116,0.282,29.6,1608.5,1462,2924,0.239606499,3.046979142,1.174012002,0.089865429,5.028004672,42.311134,42.284095,42.321079,42.31129,42.355721,-71.056723,-71.063302,-71.052155,-71.053331,-71.049897,TRUE,FALSE,FALSE,TRUE,FALSE,Massachusetts,Suffolk,1596,1621,2.5,55.5,14.7,0,25.4,0,2139,64000,15728,6008,12,47.6,29.3,9.2,4.7,9.2,54.9,6.1,3.6,0.5,6.6,1940,77.4,17.2,5.5,0,8.9,603,1447,874,665,695,1564,0,0,0,97,97,5,265,181,1600,18,34,4,0,59,55,136,12,229,132,0,2285,346,12,237,2,42,2708,216,265,556,593,907,1842,1082,0,0,0,0,0,0,0,0,0,0
Seaport Blvd at Sleeper St,42.35317809,-71.04817357,25025060600,0.146,0.754759239,115.1111111,2679,75190,0.062,0.289,25.6,297.6666667,3352.444444,30172,0.07650966,1.161835745,0.566566909,0.589536049,0.316240385,42.352775,42.359705,42.351763,42.352271,42.355721,-71.047419,-71.059215,-71.054797,-71.055242,-71.049897,TRUE,FALSE,FALSE,FALSE,TRUE,Massachusetts,Suffolk,1298,1381,1,85.4,0.7,0,10.2,0,2347,112688,23121,8016,7,70.7,4.6,21.9,0,2.7,35.1,6.7,22.2,3.2,3.9,2022,85.4,9,5.6,0,3.9,8085,17137,4950,2828,4193,23151,0,0,0,823,515,1203,229,421,2271,3904,1313,10541,468,1652,322,1417,250,4427,324,92,24184,2577,72,2838,32,469,27781,2391,2061,3794,5413,10819,17152,13020,0,0,0,0,0,0,0,0,0,0
Seaport Hotel - Congress St at Seaport Ln,42.34881026,-71.04167744,25025060600,0.146,0.754759239,47.75757576,2679,75190,0.062,0.289,25.6,297.6666667,3352.444444,30172,0.067361666,1.882647277,1.12701842,1.179251341,1.023093347,42.34863,42.359705,42.351763,42.352271,42.355721,-71.04246,-71.059215,-71.054797,-71.055242,-71.049897,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,1298,1381,1,85.4,0.7,0,10.2,0,2347,112688,23121,8016,7,70.7,4.6,21.9,0,2.7,35.1,6.7,22.2,3.2,3.9,2022,85.4,9,5.6,0,3.9,8085,17137,4950,2828,4193,23151,0,0,0,823,515,1203,229,421,2271,3904,1313,10541,468,1652,322,1417,250,4427,324,92,24184,2577,72,2838,32,469,27781,2391,2061,3794,5413,10819,17152,13020,0,0,0,0,0,0,0,0,0,0
Seaport Square - Seaport Blvd at Northern Ave,42.35148193,-71.04436085,25025060600,0.146,0.754759239,71.32323232,2679,75190,0.062,0.289,25.6,297.6666667,3352.444444,30172,0.23114215,1.525077602,0.858168211,0.898457978,0.655086198,42.35245,42.359705,42.351763,42.352271,42.355721,-71.04685,-71.059215,-71.054797,-71.055242,-71.049897,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,1298,1381,1,85.4,0.7,0,10.2,0,2347,112688,23121,8016,7,70.7,4.6,21.9,0,2.7,35.1,6.7,22.2,3.2,3.9,2022,85.4,9,5.6,0,3.9,8085,17137,4950,2828,4193,23151,0,0,0,823,515,1203,229,421,2271,3904,1313,10541,468,1652,322,1417,250,4427,324,92,24184,2577,72,2838,32,469,27781,2391,2061,3794,5413,10819,17152,13020,0,0,0,0,0,0,0,0,0,0
Sidney Research Campus/ Erie Street at Waverly,42.35775309,-71.10393405,25017353200,0.382,0.631711085,71.03030303,5178,40817,0.154,0.269,24.7,2589,1151,2302,0.234317042,0.88511651,1.176965896,0.840016242,4.394703691,42.359218,42.349811,42.347581,42.365304,42.359448,-71.105984,-71.104657,-71.099974,-71.103621,-71.050498,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Middlesex,2842,2336,6.8,61.8,9.7,0,17.2,0,3381,83472,21928,3904,24.8,81.7,6.5,7.6,2.3,2,20.7,1.8,32.8,14.8,3,3271,89,7.1,3.9,0,5.9,409,1511,382,93,151,2058,0,0,0,265,12,81,2,0,11,0,3,1758,0,2,28,62,2,42,34,0,1702,100,2,464,1,33,2218,84,115,273,390,1115,1349,953,0,0,0,0,0,0,0,0,0,0
Soldiers Field Park - 111 Western Ave,42.36426344,-71.1182757,25025000803,0.379,0.333172923,50.68686869,6234,17205,0.37,0.262,19.2,2078,4376.333333,13129,0.119224118,1.408827692,1.937155218,1.013256179,5.483342637,42.364074,42.351903,42.357293,42.373362,42.372756,-71.119704,-71.122042,-71.139883,-71.118956,-71.052528,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,2518,3716,11.7,62.1,5.8,0,16.6,0,4900,32140,12210,9423,27.3,37.8,23,36.3,2.2,0.7,9.6,1.8,55.1,3.1,4.3,2077,95.6,4,0.4,0,8.9,1996,7057,4076,1691,1486,9952,0,0,0,0,14,33,12,5,13,0,2,59,0,56,12152,109,51,621,2,0,10572,974,41,1283,7,252,12196,933,707,1579,2426,6421,6423,6706,0,0,0,0,0,0,0,0,0,0
